Variedad;Productor;Fecha_cosecha;Sigla;Evaluacion;Color;Tratamiento;Repetici—n;N_Bayas;Peso;Calibre_Ecuatorial;Calibre_polar;Color pag y dato;L*;a*;b*;c;h;TSS;PH;Gasto;Acidez_titulable;Firmeza
AL;San vicente;13-Mar;A 18h T0 R4;E18;A;18h;R4;5;11.81;22.52;23.87;00 (201-240);440.558803;59.96391318;22.38298797;64.00522662;20.46931107;;;;;354.7
AL;San vicente;13-Mar;A 18h T0 R4;E18;A;18h;R4;6;9.58;19.84;29.37;00 (201-240);447.1283636;75.32943391;23.39931531;78.87998206;17.2561769;;;;;310.6
AL;San vicente;13-Mar;A 18h T0 R4;E18;A;18h;R4;7;10.71;23.12;30.29;00 (201-240);441.8779128;28.85618361;3.061528436;29.01813724;6.056202709;;;;;180.5
AL;San vicente;13-Mar;A 18h T0 R4;E18;A;18h;R4;8;12.27;23.89;31.72;00 (201-240);441.3561567;44.57599637;10.34366884;45.76036426;13.06403642;;;;;238.8
AL;San vicente;13-Mar;A 18h T0 R4;E18;A;18h;R4;9;11.89;22.39;32.61;00 (201-240);441.4307661;65.05154457;17.46217918;67.35451842;15.02602271;;;;;259.2
AL;San vicente;13-Mar;A 18h T0 R4;E18;A;18h;R4;10;11.59;23.93;29.98;00 (201-240);440.8332073;63.1109427;20.20456888;66.26624852;17.75213843;;;;;370.1
AL;El delirio;20-Mar;V 0h T0 R1;E00;V;0h;R1;1;12.52;24.38;32.52;04 (01-40);424.231585;34.33282846;5.741987677;34.80967584;9.494549577;19.1;3.63;4.35;0.6525;345.2
AL;El delirio;20-Mar;V 0h T0 R1;E00;V;0h;R1;2;10.4;22.52;31.62;04 (01-40);436.300833;40.52882832;6.688295064;41.07699132;9.370814162;;;;;336.9
AL;El delirio;20-Mar;V 0h T0 R1;E00;V;0h;R1;3;8.07;22.07;26.86;04 (01-40);427.085635;31.09504247;3.340900775;31.27400333;6.132424854;;;;;340.1
AL;El delirio;20-Mar;V 0h T0 R1;E00;V;0h;R1;4;11.19;22.72;33.69;04 (01-40);439.7837017;21.64717016;2.232556495;21.76199174;5.888317313;;;;;359.6
AL;El delirio;20-Mar;V 0h T0 R1;E00;V;0h;R1;5;13.95;25.73;33.04;04 (01-40);433.768816;38.81193067;9.09835539;39.86409453;13.19314234;;;;;439.8
AL;El delirio;20-Mar;V 0h T0 R1;E00;V;0h;R1;6;10.84;23.04;30.39;04 (01-40);445.7903271;28.90710794;6.28503758;29.58247094;12.26644619;;;;;362.4
AL;El delirio;20-Mar;V 0h T0 R1;E00;V;0h;R1;7;10.55;23.59;29.29;04 (01-40);434.4621914;18.50592361;1.899115208;18.60311392;5.859297276;;;;;265.6
AL;El delirio;20-Mar;V 0h T0 R1;E00;V;0h;R1;8;12;24.67;30.55;04 (01-40);438.855116;24.4643986;4.618845583;24.89659682;10.69151881;;;;;404.8
AL;El delirio;20-Mar;V 0h T0 R1;E00;V;0h;R1;9;12.31;24.84;31.5;04 (01-40);438.6286697;52.56193787;14.15083564;54.4334774;15.06802537;;;;;302.3
AL;El delirio;20-Mar;V 0h T0 R1;E00;V;0h;R1;10;12.08;23.18;33.94;04 (01-40);435.9190154;37.33561825;6.294207376;37.86245418;9.569204023;;;;;369.1
AL;El delirio;20-Mar;V 0h T0 R2;E00;V;0h;R2;1;10.09;22.78;30.24;04 (01-40);442.9672772;37.94508098;9.710044008;39.16776896;14.35381438;19.4;3.51;4.9;0.735;306
AL;El delirio;20-Mar;V 0h T0 R2;E00;V;0h;R2;2;11.24;22.04;34.34;04 (01-40);438.2003212;31.91220035;6.17091585;32.50336495;10.94430343;;;;;388.8
AL;El delirio;20-Mar;V 0h T0 R2;E00;V;0h;R2;3;11.07;22.44;34.43;04 (01-40);432.6859634;25.38775184;5.81309307;26.04476905;12.89682995;;;;;366
AL;El delirio;20-Mar;V 0h T0 R2;E00;V;0h;R2;4;12.45;24.06;32.98;04 (01-40);434.7952789;23.68233925;4.243471942;24.05951468;10.15862416;;;;;295.5
AL;El delirio;20-Mar;V 0h T0 R2;E00;V;0h;R2;5;8.96;23.2;27.49;04 (01-40);431.4679696;34.94406623;9.456853706;36.20110284;15.14312346;;;;;287
AL;El delirio;20-Mar;V 0h T0 R2;E00;V;0h;R2;6;13.21;23.9;36.7;04 (01-40);440.9578277;43.78085595;7.762097132;44.46361996;10.05374436;;;;;432
AL;El delirio;20-Mar;V 0h T0 R2;E00;V;0h;R2;7;10.99;23.21;32.89;04 (01-40);439.3324304;31.85004648;6.966231922;32.60297299;12.3374293;;;;;352.9
AL;El delirio;20-Mar;V 0h T0 R2;E00;V;0h;R2;8;11.85;23.6;31.89;04 (01-40);434.6159853;42.08939193;9.561818864;43.16184998;12.79915035;;;;;351.4
AL;El delirio;20-Mar;V 0h T0 R2;E00;V;0h;R2;9;12.35;23.35;34.42;04 (01-40);435.6896149;56.48298411;14.52807657;58.32145834;14.42446542;;;;;446.9
AL;El delirio;20-Mar;V 0h T0 R2;E00;V;0h;R2;10;12.15;25.24;30.55;04 (01-40);441.8530943;43.79212169;11.31220412;45.2295908;14.48380062;;;;;355.6
AL;El delirio;20-Mar;V 0h T0 R3;E00;V;0h;R3;1;11.18;22.28;32.85;04 (01-40);438.9305481;23.92360008;4.303851976;24.30764864;10.19841533;19.2;3.42;5;0.75;318.2
AL;El delirio;20-Mar;V 0h T0 R3;E00;V;0h;R3;2;12.28;24.69;32.05;04 (01-40);431.4939535;33.17801847;5.022598488;33.55603381;8.608263995;;;;;291
AL;El delirio;20-Mar;V 0h T0 R3;E00;V;0h;R3;3;12.17;25.14;29.25;04 (01-40);431.0257816;23.42708273;0.547796172;23.43348642;1.339504821;;;;;340.8
AL;El delirio;20-Mar;V 0h T0 R3;E00;V;0h;R3;4;10.93;24.52;28.44;04 (01-40);428.2486641;20.99384581;3.130318639;21.2259383;8.480691175;;;;;243.4
AL;El delirio;20-Mar;V 0h T0 R3;E00;V;0h;R3;5;9.17;22.02;30.54;04 (01-40);436.300833;45.98470525;11.05212708;47.29421349;13.51434348;;;;;363.6
AL;El delirio;20-Mar;V 0h T0 R3;E00;V;0h;R3;6;7.98;21.01;27.41;04 (01-40);429.6677467;22.89294668;1.49028461;22.94140265;3.724584221;;;;;349.4
AL;El delirio;20-Mar;V 0h T0 R3;E00;V;0h;R3;7;11.16;22.07;33.49;04 (01-40);423.289939;13.83408423;-1.053036834;13.87410441;355.6470959;;;;;330.9
AL;El delirio;20-Mar;V 0h T0 R3;E00;V;0h;R3;8;11.03;24.97;29.66;04 (01-40);436.4025422;32.33670618;4.231346991;32.61237287;7.454953968;;;;;284.9
AL;El delirio;20-Mar;V 0h T0 R3;E00;V;0h;R3;9;8.35;21.26;28.8;04 (01-40);424.7410817;32.02288087;3.769327309;32.24395645;6.713242047;;;;;310.2
AL;El delirio;20-Mar;V 0h T0 R3;E00;V;0h;R3;10;11.04;23.39;31.63;04 (01-40);441.5799122;28.55014609;6.985905211;29.39240911;13.7494867;;;;;371.7
AL;El delirio;20-Mar;V 0h T0 R4;E00;V;0h;R4;1;9.59;23;29.83;04 (01-40);433.7945347;20.94135665;1.387286071;20.98725758;3.790091896;20.3;3.73;4.85;0.7275;402.2
AL;El delirio;20-Mar;V 0h T0 R4;E00;V;0h;R4;2;10.65;23.89;31.65;04 (01-40);423.9360734;20.80889741;2.578681019;20.96806637;7.064195943;;;;;359.1
AL;El delirio;20-Mar;V 0h T0 R4;E00;V;0h;R4;3;9.53;22.15;29.09;04 (01-40);431.9352181;18.94844345;0.749401146;18.96325687;2.264838106;;;;;455.6
AL;El delirio;20-Mar;V 0h T0 R4;E00;V;0h;R4;4;9.64;22.82;27.89;04 (01-40);432.5567038;41.9701146;6.011333526;42.39842745;8.150975619;;;;;335.1
AL;El delirio;20-Mar;V 0h T0 R4;E00;V;0h;R4;5;10;21.69;32.71;04 (01-40);429.5367296;28.50410167;4.692753264;28.88781309;9.348987019;;;;;323.4
AL;El delirio;20-Mar;V 0h T0 R4;E00;V;0h;R4;6;9.51;23.37;28.72;04 (01-40);432.2461764;23.29143096;2.689949552;23.44624884;6.587957213;;;;;345.1
AL;El delirio;20-Mar;V 0h T0 R4;E00;V;0h;R4;7;8.07;21.35;26.31;04 (01-40);430.2433088;17.82264122;2.290936305;17.96927737;7.324679493;;;;;404
AL;El delirio;20-Mar;V 0h T0 R4;E00;V;0h;R4;8;11.28;23.83;30.82;04 (01-40);428.3013845;16.67674793;-0.174608764;16.677662;359.4001241;;;;;385.2
AL;El delirio;20-Mar;V 0h T0 R4;E00;V;0h;R4;9;12.81;25.6;32.8;04 (01-40);426.3423349;21.47090643;2.488449398;21.61462939;6.611008868;;;;;343.6
AL;El delirio;20-Mar;V 0h T0 R4;E00;V;0h;R4;10;12.6;25.15;30.57;04 (01-40);426.4752503;21.81179591;1.23731449;21.8468622;3.246729524;;;;;407.4
AL;El delirio;20-Mar;A 0h T0 R1;E00;A;0h;R1;1;10.19;22;30.13;04 (41-80);443.8301387;32.86634374;7.230649748;33.65232305;12.40750853;19.8;3.51;4.65;0.6975;359.7
AL;El delirio;20-Mar;A 0h T0 R1;E00;A;0h;R1;2;8.06;21.71;27.25;04 (41-80);438.855116;29.94798114;7.262509117;30.81599606;13.63131794;;;;;282.3
AL;El delirio;20-Mar;A 0h T0 R1;E00;A;0h;R1;3;10.72;23.7;30.11;04 (41-80);425.9431088;32.4042377;4.817488296;32.76038483;8.456138551;;;;;287.8
AL;El delirio;20-Mar;A 0h T0 R1;E00;A;0h;R1;4;14.08;25.67;33.95;04 (41-80);432.4014938;20.39714548;-0.298741397;20.39933308;359.1608925;;;;;315.7
AL;El delirio;20-Mar;A 0h T0 R1;E00;A;0h;R1;5;12.74;23.48;34.73;04 (41-80);433.9744834;28.42766382;5.289713019;28.91562094;10.54083048;;;;;269.8
AL;El delirio;20-Mar;A 0h T0 R1;E00;A;0h;R1;6;11.13;24.16;28.87;04 (41-80);439.583247;37.2625749;5.13277768;37.61442403;7.842919896;;;;;282.1
AL;El delirio;20-Mar;A 0h T0 R1;E00;A;0h;R1;7;11.06;24.17;30.61;04 (41-80);437.9227234;34.93147495;4.42395637;35.21050031;7.217895432;;;;;385.5
AL;El delirio;20-Mar;A 0h T0 R1;E00;A;0h;R1;8;10.86;23.47;31.09;04 (41-80);437.7458934;39.96934534;8.087078534;40.77927667;11.43835075;;;;;362.2
AL;El delirio;20-Mar;A 0h T0 R1;E00;A;0h;R1;9;10.1;24.06;29.7;04 (41-80);431.675756;19.06042901;-4.255430374;19.52968616;347.4145455;;;;;394.8
AL;El delirio;20-Mar;A 0h T0 R1;E00;A;0h;R1;10;10;20.85;32.95;04 (41-80);430.9476576;22.86982356;4.387930933;23.28696562;10.86109479;;;;;313.2
AL;El delirio;20-Mar;A 0h T0 R2;E00;A;0h;R2;1;11.65;23.58;31.06;04 (41-80);430.1910463;26.68992536;5.009172037;27.15591869;10.62963213;19.9;3.69;4.5;0.675;338.6
AL;El delirio;20-Mar;A 0h T0 R2;E00;A;0h;R2;2;13.5;23.69;37.45;04 (41-80);438.1498741;21.88176118;-1.83128664;21.95825775;355.216059;;;;;299.9
AL;El delirio;20-Mar;A 0h T0 R2;E00;A;0h;R2;3;11.8;23.57;36.23;04 (41-80);430.7131214;17.93718031;-0.902737085;17.95988229;357.1188659;;;;;308.7
AL;El delirio;20-Mar;A 0h T0 R2;E00;A;0h;R2;4;12.24;24.37;32.09;04 (41-80);420.2765465;28.45642931;7.974753366;29.55275047;15.65522772;;;;;352.7
AL;El delirio;20-Mar;A 0h T0 R2;E00;A;0h;R2;5;12.14;23.27;35.86;04 (41-80);432.375615;21.73296622;1.205720648;21.76638654;3.175450493;;;;;360.3
AL;El delirio;20-Mar;A 0h T0 R2;E00;A;0h;R2;6;10;23.31;24.88;04 (41-80);429.274464;27.39493068;3.235846384;27.58537527;6.736474599;;;;;282.9
AL;El delirio;20-Mar;A 0h T0 R2;E00;A;0h;R2;7;14.77;23.86;32.82;04 (41-80);429.4318604;21.32026383;3.160044765;21.55317918;8.430879724;;;;;345.6
AL;El delirio;20-Mar;A 0h T0 R2;E00;A;0h;R2;8;12.99;22.94;37.06;04 (41-80);431.6238275;31.40347299;4.939543356;31.78957698;8.93897959;;;;;341.2
AL;El delirio;20-Mar;A 0h T0 R2;E00;A;0h;R2;9;11.33;23.96;33.14;04 (41-80);433.12489;38.21368685;6.378605718;38.742386;9.476410873;;;;;297.2
AL;El delirio;20-Mar;A 0h T0 R2;E00;A;0h;R2;10;12.97;25.2;32.04;04 (41-80);440.9079877;45.25250441;12.44934094;46.93373248;15.38202158;;;;;342.5
AL;El delirio;20-Mar;A 0h T0 R3;E00;A;0h;R3;1;12.03;24.73;31.46;04 (41-80);433.3053753;48.60130833;10.03135477;49.62575189;11.66213461;16.5;3.44;5.1;0.765;334.9
AL;El delirio;20-Mar;A 0h T0 R3;E00;A;0h;R3;2;9.13;20.48;34.05;04 (41-80);444.2971962;86.4431701;24.5337841;89.85726581;15.84468569;;;;;422.7
AL;El delirio;20-Mar;A 0h T0 R3;E00;A;0h;R3;3;11.83;24.21;31.86;04 (41-80);448.5792765;67.19279095;22.46227716;70.84790082;18.48457241;;;;;340.1
AL;El delirio;20-Mar;A 0h T0 R3;E00;A;0h;R3;4;11.32;23.91;31.1;04 (41-80);432.4014938;40.56835294;9.477256783;41.66064878;13.14916703;;;;;352.8
AL;El delirio;20-Mar;A 0h T0 R3;E00;A;0h;R3;5;9.75;21.68;33.21;04 (41-80);425.4363846;62.59354414;15.93560761;64.59021101;14.28342149;;;;;425
AL;El delirio;20-Mar;A 0h T0 R3;E00;A;0h;R3;6;8.94;22.35;28.69;04 (41-80);436.3262646;26.37503396;6.4681047;27.15656081;13.7790497;;;;;311.5
AL;El delirio;20-Mar;A 0h T0 R3;E00;A;0h;R3;7;11.57;23.63;31.87;04 (41-80);442.4727533;51.6108113;8.304023001;52.27458886;9.140379513;;;;;313
AL;El delirio;20-Mar;A 0h T0 R3;E00;A;0h;R3;8;11.21;23.62;31.49;04 (41-80);435.3323057;51.33224556;14.87864569;53.44505152;16.16422519;;;;;365.6
AL;El delirio;20-Mar;A 0h T0 R3;E00;A;0h;R3;9;11.42;24.3;31.23;04 (41-80);435.9190154;46.02889894;11.15782338;47.36197378;13.62617473;;;;;355.4
AL;El delirio;20-Mar;A 0h T0 R3;E00;A;0h;R3;10;10.8;22.18;35.78;04 (41-80);430.9476576;55.09206448;11.24920044;56.22881893;11.54053313;;;;;510.9
AL;El delirio;20-Mar;A 0h T0 R4;E00;A;0h;R4;1;10.15;22.87;31.09;04 (41-80);435.4599811;38.01982964;9.030375612;39.07755276;13.36116861;19.5;3.56;4.9;0.735;387.5
AL;El delirio;20-Mar;A 0h T0 R4;E00;A;0h;R4;2;9.57;21.64;34.28;04 (41-80);439.2069184;47.75833808;11.47245788;49.11696393;13.50759443;;;;;369.6
AL;El delirio;20-Mar;A 0h T0 R4;E00;A;0h;R4;3;9.53;21.62;32.71;04 (41-80);429.74632;25.02467982;3.316836016;25.24353385;7.5501242;;;;;304.4
AL;El delirio;20-Mar;A 0h T0 R4;E00;A;0h;R4;4;12.99;25.4;32.64;04 (41-80);434.1799629;46.66236209;13.12420102;48.47288611;15.70910627;;;;;358.5
AL;El delirio;20-Mar;A 0h T0 R4;E00;A;0h;R4;5;12.57;24.73;33.53;04 (41-80);435.0511654;49.34211119;13.38868772;51.12632293;15.18132613;;;;;366.8
AL;El delirio;20-Mar;A 0h T0 R4;E00;A;0h;R4;6;9.85;21.48;33.04;04 (41-80);433.5887026;36.97732533;7.216526475;37.67493653;11.04308751;;;;;342.8
AL;El delirio;20-Mar;A 0h T0 R4;E00;A;0h;R4;7;9.19;21;31.48;04 (41-80);435.2812154;31.09713585;4.968068115;31.49148391;9.07685015;;;;;282.3
AL;El delirio;20-Mar;A 0h T0 R4;E00;A;0h;R4;8;8.83;21;31.74;04 (41-80);434.9232584;32.31366636;4.011423656;32.56170379;7.076503851;;;;;336.4
AL;El delirio;20-Mar;A 0h T0 R4;E00;A;0h;R4;9;9.03;22.23;31.15;04 (41-80);432.7376464;35.62195055;5.481561237;36.04123852;8.74814384;;;;;420.7
AL;El delirio;20-Mar;A 0h T0 R4;E00;A;0h;R4;10;8.24;20.27;31.09;04 (41-80);435.0767381;23.67656571;2.620650634;23.8211581;6.316097794;;;;;391.5
AL;El delirio;20-Mar;V 3h T0 R1;E03;V;3h;R1;1;13.73;25.15;33.94;05 (01-40);447.7582074;52.2184602;15.46779489;54.46118126;16.49998213;18.7;3.52;4.65;0.6975;267.2
AL;El delirio;20-Mar;V 3h T0 R1;E03;V;3h;R1;2;12.47;23.49;36.06;05 (01-40);430.3216796;32.80816804;5.93005066;33.33978691;10.24554803;;;;;280.1
AL;El delirio;20-Mar;V 3h T0 R1;E03;V;3h;R1;3;11.73;23.73;32.44;05 (01-40);432.2202796;15.14578679;-0.347141704;15.14976451;358.6870096;;;;;348.5
AL;El delirio;20-Mar;V 3h T0 R1;E03;V;3h;R1;4;12.18;24.05;31.47;05 (01-40);438.5783177;33.39026639;5.330894806;33.8131384;9.070955102;;;;;445.4
AL;El delirio;20-Mar;V 3h T0 R1;E03;V;3h;R1;5;7.24;19.95;28.15;05 (01-40);435.3323057;23.45216999;1.936648709;23.53199706;4.720697472;;;;;313
AL;El delirio;20-Mar;V 3h T0 R1;E03;V;3h;R1;6;9.78;20.75;32.16;05 (01-40);432.3497333;30.59232097;5.003888641;30.99885488;9.289427881;;;;;309.8
AL;El delirio;20-Mar;V 3h T0 R1;E03;V;3h;R1;7;10.43;22.78;30.8;05 (01-40);434.6928428;14.52166736;1.696055324;14.6203771;6.661668202;;;;;298.1
AL;El delirio;20-Mar;V 3h T0 R1;E03;V;3h;R1;8;14.07;25.05;34.5;05 (01-40);424.231585;24.60803775;4.313743487;24.9832725;9.942819779;;;;;327
AL;El delirio;20-Mar;V 3h T0 R1;E03;V;3h;R1;9;11.65;22.38;35.04;05 (01-40);441.405899;45.82408068;13.30780878;47.71733589;16.1938688;;;;;421.2
AL;El delirio;20-Mar;V 3h T0 R1;E03;V;3h;R1;10;12.63;24.46;32.76;05 (01-40);434.7952789;47.23280562;8.723572194;48.03164205;10.46421375;;;;;376.6
AL;El delirio;20-Mar;V 3h T0 R2;E03;V;3h;R2;1;8.64;21.12;30.18;05 (01-40);449.5415396;81.23311731;14.38266477;82.49654777;10.04040528;19;3.51;4.75;0.7125;562.3
AL;El delirio;20-Mar;V 3h T0 R2;E03;V;3h;R2;2;10.66;22.32;33.57;05 (01-40);453.3513779;119.0401638;50.42431754;129.2794354;22.95706852;;;;;323.8
AL;El delirio;20-Mar;V 3h T0 R2;E03;V;3h;R2;3;11.44;22.51;33.85;05 (01-40);445.1550928;67.36940618;23.01221975;71.19128561;18.85927643;;;;;388.4
AL;El delirio;20-Mar;V 3h T0 R2;E03;V;3h;R2;4;9.26;21.13;31.27;05 (01-40);446.8613748;71.81676308;27.05289437;76.74312056;20.64105616;;;;;410.6
AL;El delirio;20-Mar;V 3h T0 R2;E03;V;3h;R2;5;11.84;22.69;34.02;05 (01-40);469.5769117;105.2095846;50.89137472;116.8716763;25.81371548;;;;;421.3
AL;El delirio;20-Mar;V 3h T0 R2;E03;V;3h;R2;6;11.45;24.53;30.17;05 (01-40);440.6087192;44.0272417;11.59582355;45.52868475;14.75537683;;;;;405.3
AL;El delirio;20-Mar;V 3h T0 R2;E03;V;3h;R2;7;7.93;20.78;29.42;05 (01-40);434.4621914;54.33653626;12.87550115;55.84118286;13.33084283;;;;;418
AL;El delirio;20-Mar;V 3h T0 R2;E03;V;3h;R2;8;10;21.68;31.89;05 (01-40);446.9827716;73.08200146;22.73554926;76.53681557;17.28073109;;;;;669.7
AL;El delirio;20-Mar;V 3h T0 R2;E03;V;3h;R2;9;12.65;24.02;33.02;05 (01-40);436.6566153;70.1501137;19.76462476;72.88126538;15.73505381;;;;;379.5
AL;El delirio;20-Mar;V 3h T0 R2;E03;V;3h;R2;10;10;22.16;31.6;05 (01-40);432.6084165;65.73361259;19.15274866;68.46704029;16.24449492;;;;;428.4
AL;El delirio;20-Mar;V 3h T0 R3;E03;V;3h;R3;1;10.97;23.18;33.04;05 (01-40);526.9978472;110.7436139;54.26987474;123.3262637;26.10715022;17.4;3.53;5.25;0.7875;438.9
AL;El delirio;20-Mar;V 3h T0 R3;E03;V;3h;R3;2;10.29;22.4;31.4;05 (01-40);456.2620129;75.01720707;28.62837028;80.29423978;20.8880571;;;;;431.6
AL;El delirio;20-Mar;V 3h T0 R3;E03;V;3h;R3;3;12.24;23.77;33.16;05 (01-40);437.1639077;47.1600812;9.234314456;48.05565338;11.07879347;;;;;389.2
AL;El delirio;20-Mar;V 3h T0 R3;E03;V;3h;R3;4;12.15;25.36;32.87;05 (01-40);475.4417234;125.4899172;54.31156522;136.7386757;23.40277988;;;;;286.4
AL;El delirio;20-Mar;V 3h T0 R3;E03;V;3h;R3;5;9.24;21.41;31.82;05 (01-40);442.4232422;59.23623886;18.68067875;62.11199363;17.50313581;;;;;560.2
AL;El delirio;20-Mar;V 3h T0 R3;E03;V;3h;R3;6;12.26;24.98;30.96;05 (01-40);446.4724768;82.10898148;26.72402779;86.34847133;18.02852571;;;;;405
AL;El delirio;20-Mar;V 3h T0 R3;E03;V;3h;R3;7;11;24.85;30.99;05 (01-40);469.5769117;82.55696674;39.17459818;91.37998632;25.38508578;;;;;381.3
AL;El delirio;20-Mar;V 3h T0 R3;E03;V;3h;R3;8;12.01;23.61;34.18;05 (01-40);486.0473899;107.6143651;40.75271776;115.0723059;20.74128463;;;;;404.2
AL;El delirio;20-Mar;V 3h T0 R3;E03;V;3h;R3;9;8.61;20.65;31.28;05 (01-40);434.6416074;48.85995065;11.14118415;50.11407748;12.84512619;;;;;368.5
AL;El delirio;20-Mar;V 3h T0 R3;E03;V;3h;R3;10;7.2;20.7;27.94;05 (01-40);482.0523141;116.0736232;47.58375086;125.4483931;22.29090996;;;;;317.2
AL;El delirio;20-Mar;V 3h T0 R4;E03;V;3h;R4;1;14.81;24.14;36.9;05 (01-40);427.1916173;30.97648398;7.639509557;31.90461826;13.85398634;18;3.58;4.95;0.7425;326.3
AL;El delirio;20-Mar;V 3h T0 R4;E03;V;3h;R4;2;12.28;23.85;33.64;05 (01-40);433.9744834;45.07024058;11.60957111;46.54147319;14.44471495;;;;;394.4
AL;El delirio;20-Mar;V 3h T0 R4;E03;V;3h;R4;3;10;21.62;35.13;05 (01-40);435.5365516;40.27686845;6.99648682;40.88003131;9.854503513;;;;;377.7
AL;El delirio;20-Mar;V 3h T0 R4;E03;V;3h;R4;4;13.11;25.15;32.8;05 (01-40);430.4261312;59.39359801;21.9076627;63.3051749;20.24677974;;;;;379.8
AL;El delirio;20-Mar;V 3h T0 R4;E03;V;3h;R4;5;12.08;22.97;36.15;05 (01-40);447.2496205;31.12418262;-3.127463396;31.28091704;354.2619862;;;;;421.7
AL;El delirio;20-Mar;V 3h T0 R4;E03;V;3h;R4;6;10.48;21.4;34.43;05 (01-40);425.5965284;48.39156818;10.84804707;49.59258005;12.63523458;;;;;349.3
AL;El delirio;20-Mar;V 3h T0 R4;E03;V;3h;R4;7;8.92;20.83;31.2;05 (01-40);431.9352181;28.51305478;1.621812887;28.55914161;3.255456745;;;;;378.3
AL;El delirio;20-Mar;V 3h T0 R4;E03;V;3h;R4;8;10.96;23.72;32.06;05 (01-40);436.4533796;35.03232429;5.257055573;35.42457309;8.53429561;;;;;292.6
AL;El delirio;20-Mar;V 3h T0 R4;E03;V;3h;R4;9;11.75;22.88;33.94;05 (01-40);440.5088758;45.61118716;8.2130348;46.34473362;10.20764963;;;;;444.4
AL;El delirio;20-Mar;V 3h T0 R4;E03;V;3h;R4;10;9.58;20.93;32.11;05 (01-40);459.4826599;35.26008225;17.82368671;39.50895099;26.8162289;;;;;298.1
AL;El delirio;20-Mar;A 3h T0 R1;E03;A;3h;R1;1;10;22.51;29.73;05 (41-80);437.8974704;50.76973658;13.4997741;52.53389433;14.8905055;19.6;3.59;3.95;0.5925;267.2
AL;El delirio;20-Mar;A 3h T0 R1;E03;A;3h;R1;2;12.61;26.05;30.22;05 (41-80);442.1507398;35.70029303;-1.397374695;35.72763046;357.7584828;;;;;280.1
AL;El delirio;20-Mar;A 3h T0 R1;E03;A;3h;R1;3;11.87;23.71;32.63;05 (41-80);436.2499612;35.58568987;7.545053119;36.37676662;11.97085288;;;;;348.5
AL;El delirio;20-Mar;A 3h T0 R1;E03;A;3h;R1;4;10.63;22.87;31.1;05 (41-80);433.0216903;36.36647609;6.851339385;37.00623507;10.66930272;;;;;445.4
AL;El delirio;20-Mar;A 3h T0 R1;E03;A;3h;R1;5;10;22.89;32.57;05 (41-80);430.7913275;21.19299832;0.143564924;21.19348458;0.388125279;;;;;313
AL;El delirio;20-Mar;A 3h T0 R1;E03;A;3h;R1;6;8.6;20.44;31.27;05 (41-80);421.3400412;44.40289348;7.939870947;45.107189;10.13815486;;;;;309.8
AL;El delirio;20-Mar;A 3h T0 R1;E03;A;3h;R1;7;9.89;22.75;31.34;05 (41-80);434.0515602;21.27055098;-0.308965039;21.2727948;359.1678096;;;;;298.1
AL;El delirio;20-Mar;A 3h T0 R1;E03;A;3h;R1;8;11.03;22.6;33.19;05 (41-80);434.487831;33.21069951;7.278051454;33.99883226;12.36083643;;;;;327
AL;El delirio;20-Mar;A 3h T0 R1;E03;A;3h;R1;9;10.73;22.48;32.7;05 (41-80);425.4897788;19.75956228;2.387077733;19.90322692;6.888305482;;;;;421.2
AL;El delirio;20-Mar;A 3h T0 R1;E03;A;3h;R1;10;13.39;26.34;30.16;05 (41-80);432.6084165;50.74270534;5.449894268;51.03453235;6.130211721;;;;;376.6
AL;El delirio;20-Mar;A 3h T0 R2;E03;A;3h;R2;1;10;23.39;29;05 (41-80);431.7795769;29.62651931;0.632636388;29.63327311;1.223292103;20.5;3.49;4.3;0.645;562.3
AL;El delirio;20-Mar;A 3h T0 R2;E03;A;3h;R2;2;9.42;22.79;29.22;05 (41-80);429.4318604;55.4392671;9.575693273;56.26016564;9.799667895;;;;;323.8
AL;El delirio;20-Mar;A 3h T0 R2;E03;A;3h;R2;3;11.52;23.99;31.64;05 (41-80);439.3324304;40.14589235;-0.231534029;40.14656001;359.6695608;;;;;388.4
AL;El delirio;20-Mar;A 3h T0 R2;E03;A;3h;R2;4;11.93;22.68;33.71;05 (41-80);426.6346434;32.24923491;4.713694855;32.59190193;8.315726122;;;;;410.6
AL;El delirio;20-Mar;A 3h T0 R2;E03;A;3h;R2;5;9.35;20.97;31.55;05 (41-80);424.3657774;33.41284947;3.912066176;33.64108755;6.677940013;;;;;421.3
AL;El delirio;20-Mar;A 3h T0 R2;E03;A;3h;R2;6;10.77;22.78;32.44;05 (41-80);438.1246464;19.60211901;2.284748447;19.73482062;6.648180522;;;;;405.3
AL;El delirio;20-Mar;A 3h T0 R2;E03;A;3h;R2;7;10.54;24.01;29.18;05 (41-80);444.6162166;64.5490652;18.16805805;67.05714094;15.71985162;;;;;418
AL;El delirio;20-Mar;A 3h T0 R2;E03;A;3h;R2;8;9.9;23.81;27.7;05 (41-80);434.4365489;42.32323366;12.1359928;44.02883633;16.00000105;;;;;669.7
AL;El delirio;20-Mar;A 3h T0 R2;E03;A;3h;R2;9;10.1;22.3;32.45;05 (41-80);420.1945242;58.99204806;14.28233315;60.69634894;13.60977578;;;;;379.5
AL;El delirio;20-Mar;A 3h T0 R2;E03;A;3h;R2;10;10.98;22.36;35.3;05 (41-80);425.6232078;19.18443737;-0.697993891;19.19713085;357.9163073;;;;;428.4
